Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
WTSQ.SFA1CA,1995.03,2368.69,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1995.06,2100.44,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1995.09,2070.21,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1995.12,2284.77,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1996.03,2134.76,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1996.06,2038.45,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1996.09,2031.17,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1996.12,2263.97,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1997.03,1997.05,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1997.06,2025.13,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1997.09,2009.55,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1997.12,2199.21,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1998.03,2081.28,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1998.06,2074.51,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1998.09,1945.92,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1998.12,2174.62,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1999.03,2041.11,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1999.06,2086.81,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1999.09,2189.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,1999.12,2285.29,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2000.03,2222.68,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2000.06,2281.39,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2000.09,2314.49,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2000.12,2725.07,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2001.03,2455.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2001.06,2656.11,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2001.09,2654.37,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2001.12,2745.46,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2002.03,2652.62,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2002.06,2682.44,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2002.09,2728.65,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2002.12,2829.27,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2003.03,2544.22,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2003.06,2558.36,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2003.09,2576.08,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2003.12,2812.78,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2004.03,2553.85,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2004.06,2839.01,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2004.09,2944.86,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2004.12,3127.86,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2005.03,2866.78,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2005.06,3136.88,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2005.09,3191.08,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2005.12,3368.75,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2006.03,3159.73,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2006.06,3326.03,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2006.09,3644.39,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2006.12,3726.87,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2007.03,3409.54,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2007.06,3590.18,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2007.09,3751.05,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2007.12,4130.79,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2008.03,3845.42,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2008.06,4168.7,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2008.09,4295.96,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2008.12,4388.39,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2009.03,3519.89,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2009.06,3470.2,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2009.09,3640.8,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2009.12,3915.1,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2010.03,3528.19,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2010.06,3823.29,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2010.09,4127.92,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2010.12,4715.56,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2011.03,4396.69,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2011.06,4482.04,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2011.09,4783.19,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2011.12,5126.04,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2012.03,4565.35,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2012.06,4617.4,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2012.09,4625.6,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2012.12,5159.75,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2013.03,4509.09,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2013.06,4461.55,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2013.09,4698.45,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2013.12,5306.17,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2014.03,4945.39,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2014.06,4977.97,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2014.09,5139.46,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2014.12,5648.81,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2015.03,4854.3,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2015.06,4766.38,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2015.09,5110.743,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2015.12,5434.482,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2016.03,4622.498,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2016.06,4692.955,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2016.09,5028.472,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2016.12,5503.411,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2017.03,4991.618,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2017.06,5146.375,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2017.09,5646.508,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2017.12,6535.57,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2018.03,5561.831,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2018.06,5754.562,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2018.09,6328.241,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CA,2018.12,6853.994,,F,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Unadjusted,
WTSQ.SFA1CS,1995.03,2387.55,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1995.06,2159.985,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1995.09,2138.235,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1995.12,2139.998,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1996.03,2154.536,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1996.06,2094.048,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1996.09,2094.004,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1996.12,2125.134,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1997.03,2020.123,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1997.06,2072.536,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1997.09,2069.848,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1997.12,2065.864,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1998.03,2117.186,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1998.06,2112.592,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1998.09,1996.679,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1998.12,2051.059,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1999.03,2084.846,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1999.06,2115.605,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1999.09,2239.527,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,1999.12,2160.369,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2000.03,2280.618,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2000.06,2309.472,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2000.09,2350.883,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2000.12,2586.001,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2001.03,2529.395,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2001.06,2686.235,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2001.09,2683.007,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2001.12,2603.548,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2002.03,2754.323,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2002.06,2706.52,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2002.09,2742.406,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
WTSQ.SFA1CS,2002.12,2687.085,,R,Dollars,6,Wholesale Trade Survey - WTS,Industry by variable - (ANZSIC06) - Subannual Financial Collection,Basic material wholesaling,Sales (operating income),Current prices,Seasonally adjusted,
